
region_id,preferred_label_en,preferred_label_jp,broader_region_id,region_type,scope_note,use_when,do_not_use_when,example_original_terms,observed_in_tagged_v03_count,notes
GLOBAL,Global / Worldwide,全世界,,scale,"Worldwide, cross-regional, or international-system-level geographic scale.","Use for worldwide, cross-regional, or international-system-level records when no specific geographic region is primary.",Do not use merely because an international organization such as the UN or ICJ appears; store organizations in organization_ids.,世界;各国;諸外国;world;foreign countries;worldwide opinion,0,UN and ICJ should be handled with organization_ids. Use GLOBAL only when the record's geographic scale is worldwide or cross-regional.
AFRICA,Africa,アフリカ,,continent,"African continent and African countries or territories, including colonial and pre-independence territories.","Use for Africa/African countries/territories, China-Africa files, Afro-Asian records, or records framing North African states as part of Africa.","Do not use only because a country has African diaspora relevance; for Middle East framing of Egypt, use MIDEAST and possibly NORTH_AFRICA.",アフリカ;アフリカ諸国;中近東アフリカ諸国;Africa;African countries,22,Use with african_independence_dates.csv to judge whether countries were independent at the record date.
NORTH_AFRICA,North Africa,北アフリカ,AFRICA,subregion,"Northern African states and territories such as Egypt, Libya, Tunisia, Algeria, Morocco, and sometimes Sudan depending on source framing.",Use when a record specifically concerns North African countries or when Egypt/Libya/Algeria appear in Middle East-North Africa contexts.,Do not use for all Africa records automatically.,北アフリカ;エジプト;リビア;アルジェリア;チュニジア;モロッコ,0,Can be combined with MIDEAST for Arab-Israeli or Middle East conflict records.
SUBSAHARAN_AFRICA,Sub-Saharan Africa,サハラ以南アフリカ,AFRICA,subregion,"Africa south of the Sahara, especially when distinguished from North Africa.",Use when the record explicitly distinguishes sub-Saharan Africa or concerns countries south of the Sahara as a region.,Do not apply automatically to every African country; use AFRICA for broader records.,サハラ以南;ブラック・アフリカ;熱帯アフリカ;Sub-Saharan Africa,0,Historical Japanese terms such as ブラック・アフリカ require caution and should be preserved in original_terms.
SOUTHERN_AFRICA,Southern Africa,南部アフリカ,AFRICA,subregion,"Southern African region including South Africa, Namibia/South West Africa, Angola, Mozambique, Rhodesia/Zimbabwe, Zambia, etc. depending on context.","Use for apartheid, Namibia/South West Africa, Rhodesia/Zimbabwe, Angola/Mozambique liberation, and southern African conflict/decolonization contexts.",Do not use for South Africa alone unless the record frames it regionally.,南部アフリカ;南阿連邦;南西アフリカ;ローデシア;アンゴラ;モザンビーク,0,Useful with political_status_at_time and historical_area_ids.
MIDEAST,Middle East / Near East,中東・中近東,,macroregion,"Middle Eastern or Near Eastern region, including West Asia and sometimes Egypt/North Africa when the source frames them as Middle Eastern.","Use for 中東, 中近東, 近東, Arab-Israeli conflict, Lebanon, Gulf states, Iran-Iraq conflict, and Middle East question files.",Do not use for all Muslim-majority countries automatically; use the source framing.,中東;中近東;近東;中東問題;中近東アフリカ諸国;Middle East;Near East,26,Egypt may be MIDEAST;NORTH_AFRICA rather than AFRICA when the file is about Middle East conflict.
ASIA,Asia,アジア,,continent/macroregion,Broad Asia-related records or Asian countries collectively.,"Use for Asia-wide records, Asian countries as a group, and Afro-Asian conference records.",Do not use as the only region when a narrower subregion is clearly the main subject.,アジア;アジア諸国;中国・アジア諸国;Asia;Asian countries,31,Often combined with AFRICA for Asian-African Conference records.
EAST_ASIA,East Asia,東アジア,ASIA,subregion,"East Asian countries and political entities, especially China, Japan, Korea, Taiwan, and Mongolia.","Use for China, Japan, Korea, Taiwan, Mongolia, and East Asian diplomacy when regionally framed.",Do not use merely because PRC/ROC appears in a global UN record unless East Asia is a meaningful geographic dimension.,東アジア;極東;中国;日本;韓国;北朝鮮;台湾;モンゴル;Far East,0,Preserve original terms such as 中国 separately; entity interpretation belongs in interpreted_entity_ids.
SOUTHEAST_ASIA,Southeast Asia,東南アジア,ASIA,subregion,Southeast Asian countries and regional diplomacy.,"Use for Indonesia, Burma/Myanmar, Thailand, Laos, Cambodia, Vietnam, Malaysia, Singapore, Philippines, ASEAN, and Bandung host context if needed.",Do not use for all Afro-Asian records unless Southeast Asia is specifically relevant.,東南アジア;南東アジア;インドネシア;ビルマ;タイ;ラオス;カンボディア;ヴィエトナム;ASEAN,0,Useful for PRG/Vietnam UN participation files and Bandung/Indonesia-centered files.
SOUTH_ASIA,South Asia,南アジア,ASIA,subregion,South Asian countries and regional diplomacy.,"Use for India, Pakistan, Ceylon/Sri Lanka, Nepal, Afghanistan, and South Asian positions in Bandung or UN diplomacy.",Do not use for Middle East or Southeast Asia records.,南アジア;インド;パキスタン;セイロン;ネパール;アフガニスタン,0,Afghanistan may be SOUTH_ASIA in older diplomatic groupings depending on source framing.
ASIA_PACIFIC,Asia-Pacific,アジア太平洋,,macroregion,Asia-Pacific regional diplomacy and Pacific-facing diplomatic/security records.,"Use for explicit Asia-Pacific or Pacific regional framing, including Asia-Pacific overseas mission chiefs meetings.",Do not use for all Asia records.,アジア太平洋;アジア・太平洋;太平洋;Pacific;Asia-Pacific,4,May include Australia and New Zealand in Pacific-oriented diplomatic groupings.
OCEANIA,Oceania / Pacific,オセアニア・太平洋,,region,Oceania and Pacific island or Australasian regional context.,"Use for Australia, New Zealand, Pacific island states, or Oceania-specific records.",Do not use when Australia/New Zealand appear only as members of a wider Asia-Pacific or Commonwealth grouping unless regionally relevant.,オーストラリア;ニュー・ジーランド;太平洋諸国;Oceania;Pacific,0,ASIA_PACIFIC may be better for Japan-centered regional diplomacy.
AFRO_ASIA,Afro-Asia / Asian-African World,アジア・アフリカ,,geopolitical/diplomatic region,Cold War Afro-Asian political and diplomatic space.,"Use for Bandung, Asian-African Conference, AAPSO, Afro-Asian solidarity, and Asia-Africa diplomatic framing.",Do not use merely because one Asian and one African country appear without Afro-Asian framing.,アジア・アフリカ;アジア・アフリカ諸国;Afro-Asian;Asian-African,5,A geopolitical/diplomatic region rather than a physical region.
EUROPE,Europe,欧州・ヨーロッパ,,continent/macroregion,European countries and European diplomacy broadly.,Use for Europe-wide records or European states when the file is regionally framed.,Do not use for every mention of France/UK/Germany if Europe is not a meaningful subject.,欧州;ヨーロッパ;Europe;西欧;東欧,0,Use WESTERN_EUROPE or EASTERN_EUROPE when the source distinguishes them.
WESTERN_EUROPE,Western Europe,西欧,EUROPE,subregion,"Western European countries and regional diplomacy, especially EC/NATO-era Western Europe.","Use for 西欧, EC, France, UK, Italy, Spain, Benelux, West Germany in Western European diplomatic grouping.",Do not use for all Europe records; use only when western European framing is explicit.,西欧;EC;フランス;イギリス;イタリア;スペイン;西独,0,"For West German diplomacy, region_ids may be EUROPE;WESTERN_EUROPE."
EASTERN_EUROPE,Eastern Europe,東欧,EUROPE,subregion,"Eastern European countries, especially Cold War-era socialist Eastern Europe excluding or including USSR depending on source wording.","Use for 東欧, ソ連東欧諸国, Czechoslovakia, Poland, Hungary, Yugoslavia, Bulgaria, Albania, etc. when regionally framed.",Do not use for SOCIALIST_BLOC as a political bloc without geographic East Europe relevance; that belongs in bloc_ids.,東欧;ソ連東欧諸国;チェコ;ポーランド;ハンガリー;ユーゴスラヴィア;ブルガリア;アルバニア,0,"SOCIALIST_BLOC should be a bloc_id, not a region_id."
AMERICAS,Americas,米州,,macroregion,"North, Central, South America and Caribbean countries when grouped as the Americas.","Use for 米州, Western Hemisphere, or records grouping Canada, US, Latin America, and Caribbean countries.",Do not use if the file is specifically about the United States; use NORTH_AMERICA then.,米州;アメリカ州;カナダ;メキシコ;ブラジル;ペルー;ウルグアイ;Western Hemisphere,0,Useful for ICJ election regional vote files.
NORTH_AMERICA,North America,北米,AMERICAS,subregion,"North American region, especially United States and Canada in Japan's North America Bureau contexts.","Use for US politics, Japan-US relations, Canada, or North America-centered records.",Do not use for Latin America or all Western Hemisphere records.,北米;米国;カナダ;日米関係;United States;Canada;North America,0,"For 米国政治 files, region_ids should be NORTH_AMERICA even when foreign-policy sections cover other regions."
LATIN_AMERICA,Latin America,ラテンアメリカ・中南米,AMERICAS,subregion,"Latin American countries, including Central and South America and sometimes the Caribbean depending on source framing.","Use for 中南米, Latin America, and records involving Nicaragua, El Salvador, Brazil, Peru, Uruguay, Paraguay, Argentina etc. in regional context.",Do not use for United States/Canada-centered records unless Latin America is a substantive subject.,中南米;ラテンアメリカ;ニカラグア;エルサルバドル;ブラジル;ペルー;ウルグアイ;アルゼンティン,0,CENTRAL_AMERICA may be added when Nicaragua/El Salvador are specifically central.
CENTRAL_AMERICA,Central America,中米,LATIN_AMERICA,subregion,Central American countries and conflicts.,"Use for Nicaragua, El Salvador, Guatemala, Honduras, Costa Rica, Panama, Belize, or Central America as a diplomatic/security region.",Do not use for Latin America broadly unless Central America is specifically highlighted.,中米;ニカラグア;エルサルバドル;米国中米特使;Central America,0,Useful for US politics/foreign policy files involving Nicaragua and El Salvador.
CARIBBEAN,Caribbean,カリブ海地域,LATIN_AMERICA,subregion,Caribbean countries and territories.,"Use for Caribbean island states and territories, especially in Latin American voting/attitude files.",Do not use for all Latin America records.,カリブ;カリブ海;ドミニカ;ハイチ;キューバ;Caribbean;West Indies,0,Can be combined with LATIN_AMERICA.

"record_id","mofa_material_id","source_url","legacy_archive_id","legacy_record_id","volume","title_jp","title_en","release_status","years","primary_subject_jp","primary_subject_en","region_ids","reaction_region_ids","entity_ids","organization_ids","related_organization_ids","event_ids","bloc_ids","keyword_ids","analytical_context_ids","entity_review_required","source_verified_note"
"CAMBODIA_Q","Cambodia Question","カンボディア問題","conflict/crisis","Use for Cambodia-related diplomatic issues, including the Government of the National Union of Cambodia and UN conferences.","Cambodia issue; Cambodia question; カンボディア問題","United Nations; Diplomatic Recognition"
"AFGHAN_ISSUE","Afghanistan Issue","アフガニスタン問題","conflict/crisis","Use for Afghanistan-related diplomatic/security records.","Afghanistan problem; Afghan issue; アフガニスタン問題","Cold War; Military"
"IRAN_IRAQ","Iran-Iraq Issue","イラン・イラク問題","conflict/crisis","Use for Iran-Iraq diplomatic/security records, including conflict and regional issues.","Iran-Iraq; Iran-Iraq War; イラン・イラク問題","Middle East Situation; Military"
"MIDEAST_SIT","Middle East Situation","中東情勢／中近東情勢","regional theme","Use for records concerning the Middle East broadly, including regional crises, diplomacy, and PRC relations with Middle Eastern states.","Middle East situation; Middle East issues; 中東情勢; 中近東情勢","PRC Middle East-Africa Relations; Iran-Iraq Issue"
"RED_SEA_MINE","Red Sea Mine Explosion Incident","紅海における爆雷爆発事件","incident","Use for the Red Sea mine/explosive incident referenced in Middle East issue records.","Red Sea mine incident; mine explosion; 紅海; 爆雷爆発事件","Middle East Situation; Maritime Security"
"MARITIME_SEC","Maritime Security","海上安全保障","security","Use for maritime incidents, naval security, sea lanes, mines, or Red Sea/Gulf maritime risks.","maritime security; sea lanes; 海上安全保障; 機雷","Red Sea Mine Explosion Incident"
"PRC_AFRICA","PRC-Africa Relations","中共・アフリカ関係","regional/bilateral theme","Use for PRC relations with African countries, including diplomacy, aid, visits, recognition competition, and foreign reactions.","China-Africa; PRC-Africa; 中共・アフリカ諸国関係","Third World Diplomacy; Foreign Economic Assistance"
"PRC_MEA","PRC-Middle East and Africa Relations","中共・中近東・アフリカ関係","regional theme","Use for records combining PRC relations with Middle Eastern and African countries.","PRC relations with Middle East and Africa; 中共・中近東、アフリカ諸国関係","PRC-Africa Relations; Middle East Situation; Third World Diplomacy"
"TRADE","Trade","貿易","economic","Use for trade relations, trade agreements, and trade policy.","trade; commerce; 貿易; 通商","Trade Agreements; Trade Statistics"
"TRADE_AGR","Trade Agreements","貿易協定","economic","Use for agreements between PRC/China and foreign countries concerning trade.","trade agreement; commercial agreement; 貿易協定","Trade"
"TRADE_STATS","Trade Statistics and Reference Materials","貿易統計・資料","economic/evidence type","Use for statistical/reference materials on trade, including Japan-related materials.","trade statistics; reference materials; 貿易統計; 資料","Trade"
"AID","Foreign Economic Assistance","対外経済援助","economic/development","Use for economic aid, development assistance, technical cooperation, or PRC foreign aid.","foreign aid; economic assistance; development aid; 対外経済援助; 援助","Third World Diplomacy; PRC-Africa Relations"
"MIL","Military Affairs","軍事","security","Use for defense, armed forces, military policy, military intervention, or conflict-related military matters.","military; defense; 国防; 軍事","Weapons and Armaments; Military Service"
"MIL_SERVICE","Military Service","兵役","security","Use for conscription, military service systems, or records comparing military service in various countries.","military service; conscription; 兵役","Military Affairs"
"ARMS","Weapons and Armaments","兵器・武器","security","Use for weapons, armaments, military equipment, and arms-related records.","weapons; armaments; arms; 兵器; 武器","Military Affairs"
"DEFENSE","National Defense","国防","security","Use for national defense and defense policy records of foreign countries.","defense; national defense; 国防","Military Affairs"
"REGIONAL_DIP","Regional Diplomacy","地域外交","diplomatic practice","Use for records organized by diplomatic region, such as Asia-Pacific or Middle East chiefs-of-mission meetings.","regional diplomacy; regional meeting; 地域外交","Embassy Chiefs Conference"
"ECON_COOP","Economic Cooperation","経済協力","economic/development","Use for bilateral or country-specific economic cooperation projects.","economic cooperation; 経済協力","Foreign Economic Assistance"
"MINISTER_VISIT","Ministerial Visit","閣僚訪問","diplomatic practice","Use for visits by ministers, such as trade/industry ministers, to foreign countries.","minister visit; ministerial visit; 大臣訪問; 閣僚訪問","Official Visits; Diplomacy"
"BANDUNG_CONFERENCE","Bandung Conference","バンドン会議","conference","Use specifically for the 1955 Asian-African Conference at Bandung.","Bandung; 1955 Asian-African Conference; AA会議","AFRO_ASIAN_CONF; DECOL; THIRD_WORLD"
"SECOND_AFRO_ASIAN_CONFERENCE","Second Asian-African Conference","第二回アジア・アフリカ会議","conference","Use for records concerning the planned/attempted second Asian-African Conference.","Second Afro-Asian Conference; 第二回AA会議","AFRO_ASIAN_CONF; PARTICIPATION"
"CONFERENCE_DIPLOMACY","Conference Diplomacy","会議外交","method","Use when the record concerns conference planning, agenda setting, invitations, participation, or procedural diplomacy.","conference politics; meeting diplomacy; 会議運営","PARTICIPATION; DIP"
"PARTICIPATION","Participation","参加状況","conference","Use for participation status, invitations, attendee lists, and participant selection in international conferences.","参加; 参加国; 代表団","CONFERENCE_DIPLOMACY; REPRESENTATION"
"REPRESENTATION","Political Representation","政治代表／代表資格","diplomatic status","Use for questions of representation, delegation legitimacy, and political standing outside the UN China-seat context.","representatives; delegation status; 代表資格","REP_CHINA; REC"
"JAPANESE_FOREIGN_POLICY","Japanese Foreign Policy","日本外交政策","policy","Use when Japan's position, proposals, or policy line is a substantive subject.","Japan's position; 日本の態度; 日本提案","JPN_PRC; DIP"
"PEOPLES_DIPLOMACY","People's Diplomacy","人民外交／民間外交","movement/network","Use for non-state, committee, solidarity, or people-to-people diplomacy in Afro-Asian contexts.","people-to-people diplomacy; popular diplomacy; 人民外交; 民間外交","AAPSO; AFRO_ASIAN_SOLIDARITY"
"AFRO_ASIAN_SOLIDARITY","Afro-Asian Solidarity","アジア・アフリカ連帯","movement/network","Use for Afro-Asian solidarity movements, committees, and transnational networks.","solidarity movement; AA solidarity; 人民連帯","AAPSO; PEOPLES_DIPLOMACY; THIRD_WORLD"
"NUCLEAR_WEAPONS","Nuclear Weapons","核兵器","security","Use for nuclear weapons, nuclear development, nuclear capability or suspected nuclear weapons programs.","nuclear development; atomic weapons; 核開発; 核兵器","ARMS; ARMS_RACE"
"ARMS_RACE","Arms Race","軍備競争","security","Use for regional or global arms race dynamics, including early nuclear competition.","military competition; 軍拡; 軍備競争","ARMS; NUCLEAR_WEAPONS"
"CONSCRIPTION","Conscription","徴兵／兵役制度","security","Use for conscription, military service obligations, draft systems or service requirements.","military service; draft; 兵役; 徴兵","MIL_SERVICE"
"SOUTH_SOUTH_RELATIONS","South-South Relations","南南関係","development/diplomacy","Use for relations among developing/postcolonial states, especially aid, economic seminars, and Afro-Asian networks.","South-South cooperation; developing world relations; 南南協力","THIRD_WORLD; ECON_COOP; AID"
"RECOG_COMP","Diplomatic Recognition Competition","国交樹立競争","diplomatic status","Use for competition between PRC and ROC/Taiwan over diplomatic recognition, especially in newly independent states.","recognition competition; PRC-ROC competition; diplomatic rivalry","Diplomatic Recognition; China Representation; PRC-Africa Relations; Taiwan"
"RECOG_SWITCH","Recognition Switching","承認切り替え","diplomatic status","Use for switching recognition between ROC and PRC or vice versa.","recognition switch; derecognition","Diplomatic Recognition; Diplomatic Recognition Competition"
"AFRICAN_AGENCY","African Agency","アフリカ諸国の主体性","analytical theme","Use when African states or political actors are treated as active agents in recognition, decolonization, diplomacy, or aid negotiations.","African agency; African initiative","PRC-Africa Relations; Decolonization; Diplomatic Recognition Competition"
"YEAR_AFRICA","Year of Africa","アフリカの年","period/framework","Use for records related to the 1960 wave of African independence and its diplomatic consequences.","1960; Year of Africa; African independence","Decolonization; Pan-Africanism; Third World Diplomacy; United Nations"
"PAN_AFRICAN","Pan-Africanism","パン・アフリカ主義","conference/movement","Use for African unity, solidarity, liberation movements, and continental cooperation.","Pan-Africanism; African unity","OAU; Decolonization; Liberation Movement"
"OAU","Organization of African Unity","アフリカ統一機構","international organization","Use for records concerning the OAU, founded in 1963, or African collective diplomacy.","OAU; Organisation of African Unity","Decolonization; Pan-Africanism; Third World Diplomacy"
"LIBERATION","National Liberation Movement","民族解放運動","political movement","Use for liberation movements, anti-colonial struggles, or pre-independence nationalist movements.","liberation movement; independence struggle","Decolonization; Foreign Intervention; African Agency"
"NEOCOL","Neocolonialism","新植民地主義","analytical theme","Use where records concern indirect control, economic dependency, postcolonial influence, or criticism of external influence as neocolonial.","neocolonialism; economic dependency","Decolonization; Third World Diplomacy; Foreign Economic Assistance"
"VIETNAM_CAMBODIA_CONFLICT","Vietnam-Cambodia Conflict","ベトナム・カンボジア紛争","conflict","Conflict and diplomatic confrontation surrounding Vietnam/Kampuchea-Cambodia after the Vietnamese intervention and the Cambodia/Kampuchea question.","Use for records concerning Vietnam-Cambodia/Kampuchea conflict, Vietnamese intervention/occupation, or international diplomacy over Cambodia in this context.","CAMBODIA_Q;INDOCHINA_CONFLICT;ASEAN_DIPLOMACY;CW"
"INDOCHINA_CONFLICT","Indochina Conflict","インドシナ紛争","regional conflict","Regional conflict dynamics involving Cambodia/Kampuchea, Vietnam, Laos, and wider Indochina diplomacy.","Use when records frame the Cambodia, Vietnam, Laos, or Indochina situation as a regional conflict.","CAMBODIA_Q;VIETNAM_CAMBODIA_CONFLICT;SOUTHEAST_ASIA_COMMUNISM"
"SOUTHEAST_ASIA_COMMUNISM","Southeast Asian Communism","東南アジア共産主義","ideology/political movement","Communist parties, communist regimes, and communist movement/diplomacy in Southeast Asia.","Use when records concern communist parties, communist regimes, or communist movement dynamics in Southeast Asia, especially Vietnam/Cambodia/Laos contexts.","CW;INDOCHINA_CONFLICT;CAMBODIA_Q"
"ASEAN_DIPLOMACY","ASEAN Diplomacy","ASEAN外交","regional diplomacy","Diplomacy by ASEAN or ASEAN member states as a regional diplomatic framework.","Use when ASEAN draft declarations, ASEAN common diplomacy, or ASEAN member-state coordination is central or explicitly mentioned.","REGIONAL_DIP;CONFERENCE_DIPLOMACY;CAMBODIA_Q"
"UN_CHINA_REPRESENTATION_ISSUE","UN China Representation Issue","国連中国代表権問題","international organization/diplomatic issue","Question of Chinese representation at the United Nations, especially PRC/ROC representation and the China seat.","Use for records concerning the UN China seat, China representation question, PRC/ROC competition for representation, and related government or media reactions.","REP_CHINA;PRC_UN_REPRESENTATION;ROC_UN_REPRESENTATION;PRC_ROC_COMPETITION;UNGA"
"PRC_UN_REPRESENTATION","PRC Representation at the UN","国連における中華人民共和国代表権","diplomatic status","PRC claim, position, or status regarding representation at the United Nations.","Use when the record concerns the PRC as claimant or holder of the China seat or PRC representation in the UN.","UN_CHINA_REPRESENTATION_ISSUE;PRC;REP_CHINA"
"ROC_UN_REPRESENTATION","ROC Representation at the UN","国連における中華民国代表権","diplomatic status","ROC position or status regarding representation at the United Nations.","Use when the record concerns ROC representation, loss of the China seat, or the ROC/Taiwan side of the representation question.","UN_CHINA_REPRESENTATION_ISSUE;ROC;TWN;REP_CHINA"
"PRC_ROC_COMPETITION","PRC-ROC Competition","中華人民共和国・中華民国競合","diplomatic competition","Competition between PRC and ROC over recognition, representation, legitimacy, or diplomatic status.","Use for records concerning PRC/ROC competition over diplomatic recognition, UN representation, or China legitimacy.","RECOG_COMP;UN_CHINA_REPRESENTATION_ISSUE;PRC_UN_REPRESENTATION;ROC_UN_REPRESENTATION"
"GOVERNMENT_REACTIONS","Government Reactions","政府反応","reaction/attitude","Responses or statements by governments or government officials.","Use for records collecting government reactions, official attitudes, or statements by government leaders and officials.","FOREIGN_GOVERNMENT_ATTITUDES;INTERNATIONAL_REACTION;REACT"
"FOREIGN_GOVERNMENT_ATTITUDES","Foreign Government Attitudes","諸外国政府の態度","reaction/attitude","Positions, attitudes, or policy views of foreign governments.","Use for records organized around foreign government attitudes or views.","GOVERNMENT_REACTIONS;REACT;VOTE"
"INTERNATIONAL_REACTION","International Reaction","国際的反応","reaction/attitude","International or cross-regional reactions to an event, decision, or diplomatic development.","Use for records collecting reactions across multiple countries or regions.","REACT;GOVERNMENT_REACTIONS;MEDIA_REACTIONS"
"MEDIA_REACTIONS","Media Reactions","報道反応／海外報道反応","press/reaction","Press or media reaction to an event or diplomatic development.","Use for records collecting overseas reporting, press commentary, or media reactions.","PRESS;INTERNATIONAL_REACTION"
"VOTING_BEHAVIOR","Voting Behavior","投票行動","UN diplomacy","Use for records concerning voting positions, vote choices, or expected voting behavior in international organizations.","投票態度;投票行動;voting behavior","UNGA;VOTE_COUNTING;FOREIGN_GOVERNMENT_ATTITUDES"
"VOTE_COUNTING","Vote Counting","票読み","UN diplomacy","Use for records concerning diplomatic estimates, tallies, or calculations of votes before or during international organization decisions.","票読み;票数計算;vote counting;vote estimates","VOTING_BEHAVIOR;DIPLOMATIC_LOBBYING;UNGA"
"DIPLOMATIC_LOBBYING","Diplomatic Lobbying","外交ロビー活動","diplomatic practice","Use for records concerning efforts to persuade, request support from, or coordinate with foreign governments on a diplomatic issue.","支持工作;働きかけ;ロビー活動;diplomatic lobbying","SUPPORT_REQUEST;FOREIGN_GOVERNMENT_ATTITUDES;DIP"
"SUPPORT_REQUEST","Support Request","支持要請","diplomatic practice","Use for records concerning requests for support from other governments, especially in recognition, voting, or conference diplomacy.","支持要請;協力要請;request for support","DIPLOMATIC_LOBBYING;VOTE_COUNTING;RECOG_COMP"
"JAPANESE_DIPLOMATIC_REPORTING","Japanese Diplomatic Reporting","日本外交当局の報告","diplomatic practice / source genre","Use for records centered on reporting, information gathering, instructions, cables, or assessments by Japanese diplomatic missions or the Japanese Ministry of Foreign Affairs.","在外公館報告;外務省報告;訓令;来電;外交報告;Japanese diplomatic reporting","DIP;FOREIGN_GOVERNMENT_ATTITUDES;VOTE_COUNTING;DIPLOMATIC_LOBBYING"
"US_PRC_RAPPROCHEMENT","US-PRC Rapprochement","米中接近","diplomatic relationship","Use for records concerning the diplomatic opening, rapprochement, or strategic realignment between the United States and the PRC.","米中接近;米中和解;米中関係改善;US-PRC rapprochement","NIXON_VISIT_TO_PRC;PRC_ROC_COMPETITION;UN_CHINA_REPRESENTATION_ISSUE"
"NIXON_VISIT_TO_PRC","President Nixon's Visit to the PRC","ニクソン米大統領訪中","diplomatic event","Use for records concerning President Richard Nixon's announced or actual visit to the PRC and related international reactions.","ニクソン訪中;ニクソン米大統領訪中;Nixon visit to China;Nixon visit to the PRC","US_PRC_RAPPROCHEMENT;FOREIGN_GOVERNMENT_ATTITUDES;MEDIA_REACTIONS"
"POST_CONFERENCE_FOLLOW_UP","Post-Conference Follow-up","会議後フォローアップ","diplomatic practice","Use for records concerning follow-up arrangements, implementation, liaison, or continuing contacts after an international conference.","会議後処理;会議後連絡;フォローアップ;post-conference follow-up","CONFERENCE_DIPLOMACY;DIPLOMATIC_LIAISON"
"DIPLOMATIC_LIAISON","Diplomatic Liaison","外交連絡／連絡官","diplomatic practice","Use for records concerning liaison officers, contact arrangements, diplomatic channels, or appointment of contact persons.","連絡官;連絡体制;外交連絡;liaison officer;diplomatic liaison","DIP;POST_CONFERENCE_FOLLOW_UP;CONFERENCE_DIPLOMACY"
"JAPANESE_POSITION","Japanese Position","日本の態度／日本の立場","diplomatic position","Use for records centered on the official position, policy line, or stance of Japan toward an international conference, issue, or diplomatic question.","日本の態度;日本の立場;日本側方針;Japanese position","JAPANESE_FOREIGN_POLICY;POLICY_PREPARATION;DIP"
"POLICY_PREPARATION","Policy Preparation","政策準備／方針準備","diplomatic practice","Use for preparatory policy materials, reference materials, drafts, instructions, or internal position-making before a conference or diplomatic negotiation.","参考資料;方針準備;政策準備;事前準備;policy preparation","JAPANESE_POSITION;CONFERENCE_DIPLOMACY;JAPANESE_DIPLOMATIC_REPORTING"
"SECURITY","Security","安全保障","security","Use for records concerning security affairs, defense questions, alliances, regional security, or strategic issues.","安全保障;安保;security","MILITARY;US_ALLIANCE_SYSTEM_IN_ASIA;REGIONAL_SECURITY_IN_SOUTHEAST_ASIA"
"MILITARY","Military Affairs","軍事","security","Use for records concerning military affairs, defense forces, armaments, military policy, or military aspects of diplomacy.","軍事;軍備;兵力;military","SECURITY;WEAPONS;ARMAMENTS"
"NUCLEAR_ISSUES","Nuclear Issues","核・原子力問題","security / technology","Use for records concerning nuclear weapons, nuclear energy, atomic issues, nuclear development, or diplomatic positions on nuclear questions.","原子力問題;核問題;核兵器;atomic issues;nuclear issues","SECURITY;MILITARY;PRC_POSITION_ON_NUCLEAR_ISSUES"
"PRC_POSITION_ON_NUCLEAR_ISSUES","PRC Position on Nuclear Issues","原子力問題に対する中共の態度","security / PRC diplomacy","Use for records specifically concerning the PRC or Communist China position on atomic or nuclear issues.","原子力問題に対する中共の態度;中共の核問題態度;PRC position on nuclear issues","PRC;NUCLEAR_ISSUES;SECURITY"
"NATIONAL_LIBERATION_MOVEMENT","National Liberation Movement","民族解放運動","political movement / decolonization","Use for records concerning national liberation movements, anti-colonial political-military movements, or diplomacy involving liberation movements as non-state actors.","民族解放運動;解放運動;liberation movement;national liberation movement","DECOL;THIRD_WORLD;VIET_MINH;CONFERENCE_DIPLOMACY"
"INVITATION","Invitation","招請／招待","conference diplomacy","Use for records concerning invitations, invitation policy, invitee selection, or diplomatic disputes over who should be invited to a conference.","招請;招待;招請問題;参加招請;invitation","PARTICIPATION;CONFERENCE_DIPLOMACY;PRC_ROC_COMPETITION"
"PARTICIPATION_INTENTION","Participation Intention","参加意向","conference diplomacy","Use for records concerning whether governments or political entities intend to participate, decline, or condition participation in a conference.","参加意向;参加希望;参加可否;participation intention","PARTICIPATION;INVITATION;CONFERENCE_DIPLOMACY"
"ORGANIZATIONAL_STRUCTURE","Organizational Structure","組織構造","organization / institutional structure","Use for records concerning committees, standing bodies, executive organs, domestic committees, regional branches, or institutional structure of an organization or movement.","組織構造;地区別委員会;国内委員会;常設委員会;執行委員会;organizational structure","AAPSO;TRANSNATIONAL_POLITICAL_ORGANIZATION;COMMITTEE"
